role	materialized_index	source_split	source_index	problem_sha256	normalized_record_sha256	source_category
train	21	train	713650	f9e6c8ad3b721ab1d5bcbec5a451e50261b19055e4530ee98c421d092f73e3fd	5f45e746198971aa1e0fc0c3e3131c3a84b46810fb7e24bbce0bcbf968d4215c	olympiads
train	22	train	375536	c3874b7190f3c381d91bb6acae2ad519fd62574be53db115e1ce33690718f0d5	7ead85761637e50988e7ced2c1ae295495376a50e6aaf0885bc5f9cbb19a58e9	synthetic_amc
train	23	train	168011	3adab3b9c2df97aeab5695bb026200dc7fd7c6c94da28726271c658a79fb539e	8eea2a7275a5ec346ae54eaf9cac892ef87c76f248c83da299f48498af9ae26f	olympiads
train	24	train	153658	3ced11dc7ff71c3fe991a32e99d13950ffa09c3746b0d04961630f9480d39582	bb2a2764b6656ca4b7b31873e98a9519937aff9be7169e8db000595f12b515b0	orca_math
train	25	train	257658	581a157378697a746f205c122bf0e75c64a99892c2847d34ed173faabb1bb605	356f929d886fa533bee441f50d002c7660118bdddefef629a716d515df6c126b	cn_k12
train	26	train	361207	c37285120bf8d1dd6f318a2051dbeb5c7cabb45ac872ff288d5b30ac985ed71a	fd3153f21b13bec326ec09b718728d070a380ce27e86a8c981e379d63702108c	orca_math
train	27	train	81746	78094ad0ec7f3b767ded814825bdbbf37cfbae80351e41d17a2bf47fb58c87b6	361062e9e474fd340df6b29a9a275eb7d6895e1be6d0709e0816a8459d6cab1c	cn_k12
train	28	train	79471	a75d64f524b7e2ba3f73813a3c4d3173f6afdbd3761393cbc1b7a7decef7d2a0	95eb3fb3ce509a212e6ab73e709385284869e5fb507d4323a94f6950910e8ef5	olympiads
train	29	train	718775	d465d9876e401e1a5a6e8389f85b310357dffce2f1c5c37e07ceeb4ab96bfe22	015f647f5790508a3615b4b93776765650db9abca27400cbdf3210bfaf29d3d7	olympiads
train	30	train	230249	ea25440971ebe6b949058441d9a00a2b281c5d464ba5d977c20d7474fd443677	5bd01151f6d17fbba04e8c55589561d94a75b8356bf08e47bc5d2d4e09f944c8	olympiads
train	31	train	286050	8360bee72ec0c858279cf55a5217e4ff077bc2859f8af454b9073a5cfc03ca6f	919efcc7eecb416c86578b6b33f5d125c992c3af8ba0edb121d4b7e4523dd2ed	cn_k12
train	32	train	508286	d24f878f81c03b62b160e7b737cc56e2896df9ac48422cf8e7e0155dcd9a8201	c433b579aa2e9307c1325691fb1a6e9f89b6aeebdc12318bc821ac24d0f4bd0b	cn_k12
train	33	train	491914	cd624542fb0765c750978731108be29e3d98a91a5ed718da828f69e063d704c2	2c7c0aef798bb0aefe2c2df586bb65579131648a56b3b935e18bc095f918c860	orca_math
train	34	train	833911	670efe6a56e9e841e0fd5fde76ff1f74afc990aaa536fbaa6b7394dadc31c622	fbdb7bf277cc8f868ef167602ff045791f72c005d979731c2ab72a9d209a6001	olympiads
train	35	train	543963	2bfec3b30ce30933d19fd6c618de50251fd4f31edea9866245b4463022ae23ad	8b4a6745736bdc6416e3be8f1097e4a90ecf910d95864690bd058741ba8066a4	cn_k12
train	36	train	741055	9c2c5b38e2d15a1e56e0901adbf3d06c5e1f8c7ba4c25f5bcb6f5b7a121c2d15	12a3ee198fae2d26ed8200d38cf7dd5244e881f13a69f6a904610a5160a21d93	orca_math
train	37	train	285471	36f2e00963a2ba92b67f94bfe368180634076663c4e3c9282099838bbfca5ab5	046848ebc54fcd7976e8e81ccab2665ae1e8d553af6ab50d801678249ff6ce02	cn_k12
train	38	train	183234	ee8143f9b29da6571684b75efb738f79c58f51b08015f06e1062c2d166c801fe	e7a41b33bef576ea58c3c8991cd8eeaf2f297d4ef076568f0be65babb5bb2332	aops_forum
train	39	train	519498	e40fe1764dbeff3cbcaf5cde3bfd843f434c85da564b6936e2d3c9cfd897078a	472dc75138ee7d55ec1dc03d48e4b44ed59119de3bd985b8f716aa9f63660b9b	olympiads
train	40	train	129688	42ec603a0a536995d81b5435d51263f8ab202e0632a15160b7f69fd56ef25837	f78c5bf61cd88085c8c6b34a15b172eb1f18ad42e8eeb8c93887f7821294063a	synthetic_amc
train	41	train	400317	caaef0b105d27d90b7b757fd4299c62a1fecaf1744f9e1c92a62149ddc03dcdd	fd33a4b915e4026f29817fb679e1bd13ab99a6f29fe4d76b7806e2574d197e4d	orca_math
train	42	train	669701	15811af9c0311ede21dfdec604f7ca2c70ee40d08ec71c161f372a3c6763dace	41e51c973f31947f4335543bdb597a8bd8760e1211d7a53bca3d2011bdd48e5f	orca_math
train	43	train	400984	c910c9ebe5f06bc3c03aaee8d35f2cc175f9a6da53506ad2b307eefbb2f85265	6494ac7f8a55d1107d1281c1c6520b6de4bf26bf467f84dce8715c0a6033a94f	orca_math
train	44	train	526320	742360743d62ff5c73b21bfd5d2eac16961983e69ec39929dfa66b75202597d0	5b58fc8b5105c729ff6ce389190868dab0a64f9790fb60dcc94428f25f8e6314	olympiads
train	45	train	175523	33fb6227aa5fd909417b99a270a8b29f66bda7cadce6fa43c78a5e2f1ee6f3e2	c3f06f0bc0e0f429311f888e0ad4841164fe61e7e09e3e3068b786ac93093971	olympiads
train	46	train	135708	a7f083c3132757964e384eb4b300a567d22678eea599920133b3895eebaee777	3c0a67a6f60ef8e968c1784836b34c0b8d266f52e2c3cd74a9d1f9b45070ecfd	olympiads
train	47	train	134513	1185930a92ac7b386e4fcba52f1b7d39c96002f1a05ad51ec41be7b0abccbac1	7d3bf738ff623de467c932f4061ad5e2aac0f545e88d013c7ba9fc45e937f228	olympiads
train	48	train	441608	3b22780497d00626aaa64e9d16a377e331b12fffbd979c133b1fc3cc78138567	03cc02a14d6b5e0ec68b9253bccaefc15dd4636e95dbd46626fd0ea689af6c42	orca_math
train	49	train	339707	0f56db179f6e09de8439b54dec7259169afd3badb93b8385f801b6550dd005c2	4c9d8bdaf1f36ea6ad7c93aeb0f02dbe3ed726524259b4accff427f0e5331519	cn_k12
train	50	train	228913	b82dc5f5012bb1f0d323937027b73436efe432d3ccdcd09637406276aeea69c6	4f3f052a4cd879fc9c56fa38e3f0b7f7fdb76e858e806b633288853853f6f594	olympiads
train	51	train	369217	544779fbc3bd6600fd93ffd8d2e6e006445248511d0ac3f2e0e117daca7f35b5	803f2d0708c1f5530bd900c42765d09a16de57aefe5ff1edd660fe6f0f379730	cn_k12
train	52	train	139752	fdffcfc40aa86df9f6ebd1440bf9b01fd54ea5ae8966fc1f02d88d19fa779738	89a6b1b363237a822ad5be43920d6c73da2d0c1e3cdf61bbb6bd1cfd850f9adf	cn_k12
train	53	train	124948	ee2d0c8ca96efd40f74d6b12d250f3db3bce9dfc00065067317c626c64c6105b	4a417e5b5ab231c5f828f6fdcd5e36693e4cffd68b6848df343bf252e2572dae	orca_math
train	54	train	359090	388004f8c86bce588fc32ff9536e4724bcdf839bee9466ac8b1fbf586a411afc	8768242bf9a5825cab2936df46bd09ef5c5e3c66c4f6d1235977db305be1c42a	gsm8k
train	55	train	337381	d71471f64a3d10867147d9484a2bde2887f150474ae6d60729e9da8f501d8384	bae5812adba1a15c9c04506d894aa8cbd575489d931276719911a2236ff616c0	olympiads
train	56	train	445524	5430b67aaaa37ecf3893761535d4beace4de849064b47c488e292669a93e926b	7bcace4407b6b8fd991c9ef6d390680d9183bd434e0272df2edb9fcfa0927a45	synthetic_math
train	57	train	693678	3c88ff0883f83471c5f22b6adb994798395edf77e933e8ed9ea1ae03ea25d4eb	6f429b86704ffb4cebbf8b5f80b95e09de33321b015d9b287310c25cc584ee28	orca_math
train	58	train	310352	fe93d468f886698796948c6030d6ab3752a052e7d78a662f3ae563ae9de2fca5	ea0ab3514e02c6340eed577f5bd49ca8eba799427df2a0459da3f2ae243aba96	orca_math
train	59	train	343461	a8f518087582fc01d2ca9ef7d9b199b8b0d5576e302fb386c6827b808831a2dc	31cb0ce4d731f864eb33dc299871c71cac22b9408428631d23fa357b0042aefe	cn_k12
train	60	train	744303	76174a7ed025c891343f1b9caf72d482832a9e82948ac9965d2e641744776b5b	b200c889e7f0398b20b0138d53872f86de78e7e30f7152565a47478942638fc7	cn_k12
train	61	train	500228	689686d5f37eb5f50538595eccc3fe922eb17ade5aed35871499d042b31085c7	edf003bb768ce4a696dc43b77e7dc42e6f9998893a51e2abb221be939a15855f	olympiads
train	62	train	630283	06291a97a8c8189f46433293b65fce301a1177f87d86ad13d8370d1c900a1c63	62ab3c60d96219ed17c468f66e792ecc8e6266d7856ecc245cad02c1d192052e	olympiads
train	63	train	463665	6cd31adc48a564afb439e25c106a23f60368f6f41a98729b25944757953d1c8d	8f4ad77a6fb8efc537986dec1296dd2d1400ed08746a82baaba6fc8e33680fd5	cn_k12
train	64	train	61045	4d3180282c6dd6507bf9495f9afdca77a511206a6e023a942ca9b51e986c34cc	b807aba558c1806b9901a2454f62125b9dad682dc7ab1e0de6d879b0718f2311	cn_k12
train	65	train	319900	263dbd8fa16c40a23c4107997aa7793c63614a88b6a2f3a3d0476c6668178abe	e66a4e296fcdf477a127b4da0792795e3d97a36521203078b693e79470d53d1b	synthetic_math
train	66	train	833824	f0541e7703c2640a1ce24298a2b902bb2d8456114c26c589a89fb84215c686c0	8fee8c53fcef13cc2e29cde9e5f64660a5d36d73ce82d1495422622ce4d7e62d	orca_math
train	67	train	706980	60db5a89d191a5b1d035093a2413e21f060f16bbc6245c413f525c66b8377f92	3ecdd255e663c649f28a3118b1f7b5618d508014ef6968cb8ac8b37ea222efc4	cn_k12
train	68	train	240899	b231a3aebe53b2be5722633a216e1be922ab3990af8ea79404e6009d6d4d31ed	d7e580934a2cea70b30602ebbafa25d74be22dc53f95ceab45883d2fa95cfe14	cn_k12
train	69	train	528732	02851b9743d54ddfca7982c5ac1ddc3cbcc95103cfed305146a092e24d3eb964	d457549ee410236879a3bf40e246bc9f486d067b1bcc97fcdb088ac9f7e52fdf	cn_k12
train	70	train	164368	523dfc8c643e6aeaf82d4a80978ea9a15708b5955c6dfeccd127a4d0082c8cb1	5916ea1eae7e43d5f5e257e0911777860d185e5d393d5bf4b61365367a2f6141	orca_math
train	71	train	513370	83a0ccde1885f08bd4d6859c4f972f6635ecd840e3bcbc6b84842e2ec20344ac	beb97b23dd3d646b0534bb08d551576f3c24ed1c1bf29976d96406e28543771e	cn_k12
train	72	train	553549	45b271e84a54c1ecfe5459edfd0095f7ad2b612f080622905c9eb5f3825a795a	1139582075bf0bfcb1666f859f95e3dbab131c89a9ea899eed31fdb530ac6642	cn_k12
train	73	train	365244	d420096f5c3520c764fd1bea74f2ec2870e2bb094da743667fad761209dca224	58e26360bee7e51ea7795bbbc48d0bdc9822f1c7d9320deb2c332bca5a11efb9	olympiads
train	74	train	812902	3a6d8779a0e0156ad2af5052815bd2806e57292224ec7381a5bb2c4fe1cea486	c107ae951507b907f29a9cbbe3f41095f454c522cae3d186e7f2ea9418d89cc0	aops_forum
train	75	train	164148	87e53d3ed876d94ddbbd04e339fce0f4c7ac6d836e559bc7a86a4923bb874e4c	d8d5926740ebc24d774ad49132596285d39dd9dfb345365e13eee4cd2071e929	orca_math
train	76	train	173067	de695c4359ff6b3355680d5f786a77a7879689fb28e5ec601ffff6325a1469d1	79692c6b9eea4642124e7ddd4f9aac598ad2a7abd19203b5c5c3edb0e58ef366	cn_k12
train	77	train	590121	9cc3dbdf3a388452903f3835657808a524d0e8710bee5735f60433cdf849b88d	2cb5d8b83a405b848c0c5658ad1a5ba2b4b127004ebbefc814e8826778ffe11d	olympiads
train	78	train	266864	8bb1ba6e73fb2f4d6bd27a7182870fd34dfdf521cbded26cd4b4a11c0d07fdb3	84ef6bb431f174d96f95b6b63fd5267af756eb93e0b9e91bf85e3c835b4ac0ff	cn_k12
train	79	train	357572	d1a8f8b4ef5485ba96d5880f891d2681ef30db15696852106636e47132e2920e	0c6f75f851575a571576c7a232b2bb9f474d3b2b86a433b2e99b1bce5cb075b0	cn_k12
train	80	train	318034	4c87910b095ec9613bb3cabbdb478e42dba8701789ea2e733a1a1bb38556138c	e8251924792247f2e53b16a5cde5a3cb9563e169ccf1f0cd39b76bcd065c8d65	synthetic_math
train	81	train	511325	b77f109ac2f8797a5df693643c7e59bd2ba0eece84559b5d813c9a9a017d4e00	f4de1c09dbeb0499b7cf5930184ea34f1dfc2a99db82ed3d238eb940ff4d350c	synthetic_amc
train	82	train	135847	9869ee06f34e18e00482a0183b6ad46c07295bb6e8d1b35130180e75adeae36a	bdd6f3fe0c6956e2f7cd928b66d9d27b634877ba5cf80dfb01efec8585b7976f	math
train	83	train	808976	334e73b76cffc4596663ae17ed36425fc26d6274b554bf48548240d841aef977	293774f5d1bcf4dff6e3412e000d8abd0d17913a98e8dd62e53a9aa36c0cb2b2	cn_k12
train	84	train	122451	21a7c9d0f5df17acf7a31161eb20387aae91e234858b043f1ee243e70afe149e	4815cd86cf31b2bfcfb1efe6b4424eac3771658d6746365094809765498324e8	synthetic_math
train	85	train	107901	56a314c12cab4c2ce45545138aa1dc1445d9116e931c90242f3c67f5c53b8919	0486e556a3c4d588f47b9ddf97c66fad24f1c4f846c02d6780cf90d9167216b5	olympiads
train	86	train	590250	cbe17bccc527c21d8eadca67c4a8750475417f51000759de405aeeec6f9ad16e	1497c1224f04a7e9bbf7e5bcc30fb23332597e05e66a2eabeeea7f1bff2910e3	cn_k12
train	87	train	598521	7457b738580bf704f11b81ccddfc8facb27e3aaa876b6e9f31ef44421f215d1a	caa5c80c0ade71e1e95c86ca2ed4b4ec6510b574edf63f5d27d7285601efc14c	math
train	88	train	434325	c80ca35103006413f1248cbf41396a45a2978ec1761c064d49847e53be941af6	f9b54c92ba2db665d00ebfe778edb0fbf363791022a3c73c02cf73d58b573d7b	synthetic_amc
train	89	train	241451	5940c10c340a134e4e1a2de04a82ac432a302c5e8708cbab292dfb37b7a1ac50	58f105cc396f310790584f48db2d6754dc1f8d5b3c311891ef2865e68186ec52	synthetic_math
train	90	train	335969	aa1890f893faa79c6297c14b8501b3803883de80b7f3221e6f4d8098f909f7b9	c371971ac760647992586b4970f5e4fc29874e3b9d56f36c878a4be944eb973f	cn_k12
train	91	train	203579	b767f2c8db2c6721f60dcc3bab2dc1125bff86236e599af8df069f95782c140c	ffe2ba98383d2f462fb846432760e760d4cc205c1c1ea52ab33e9c7293e9e8c8	olympiads
train	92	train	327368	6f8fce086eb18e78f68ada262236bd470378add92a31136b297bc426e3a93cee	426c62ceb3be5d6e2ddb4cc84489d0dfeee27658d27ad8b256984d486e22aa41	cn_k12
train	93	train	219520	9bc3ce37f64c8618bd9d325807bb8241b9be5b6eafbdcc012abbcab453aeaa8c	a46774d8d7cae17f8de1404bad1172ac9827c00bea3d5f4c124354fa4f708a1e	aops_forum
train	94	train	301995	035fb055255a02323b60c1ebcb8580d893b4a65f97779b48694739a6b8bd5e1c	243b36f09498f81453405897e0023268c411be0fa9d0df849043cc61d8450824	synthetic_math
train	95	train	746982	0ed6c975a4b8b507ce78db239ffe9c709c92174d008d104c570f16167487f040	d73200a11a3185f8410a4449ccc469997462137478739c3071b80faa735349a5	aops_forum
train	96	train	211148	f959b031010cce8298ec7fe4fcc60b06f3e36ec128e72fba8d242d668bafea12	3eaebacfa0ac3ef4856bbe40ab396e656220a8462e0b1b7fcd42a7f51c484b37	cn_k12
train	97	train	591715	048742e1ddffd131f45648f1712a1d55e8aaa60700d8d4417ced8f3993337db6	e560ca39ef001c4d0e6a1a7f3e1e139efd64b7ca1a7debd47287ade82de60573	cn_k12
train	98	train	403805	898330e2f17f1d59f2a7c8556dd4baa5b11e2860c430a9e66e422d51a4603c1c	d487e3177907e65e4887a7be00c6f682cb3975c59bc5a8dbf4ea6f7ddffae334	olympiads
train	99	train	646016	556c5c01f566d4cd34df5ed45cad3693d70e462e02cdad7f68492ac2cd3870a9	94ab36f37e202dd47f2050f52fa828b07f1d77f7d468bd35537dfd36731557be	olympiads
train	100	train	133848	07e5e50cf3083567610aa1f0a40a36f16a6048e07ecae6a9041d4c34ec3f10a0	39debe4c9f6c102c925816ca3f31e2be63283d0eda3f57da04b197fc65dee585	cn_k12
train	101	train	804975	5be1f67f55d8a6e0333916c45afa615c6216b21696b18d7ffb6c80260c6395bb	d24e2469b2de7903e8f1c2e77d0072cf80aebd31770e7a6cc053af1e35d203b6	synthetic_amc
train	102	train	127864	ebd7fc6d70460386f9bbb69680d85a0b7f544bf7186e06441cda2a5352bb3470	0cd8b9fd6014d01bedda85ca7f984f564419c02e9a19f9a4c1ad85a6c19943ed	cn_k12
train	103	train	151752	d498dc0a3ffbd97ad6c493f63035096558342ab89dd66b5fc875a0565d3cb8dd	b14f76ab9c3d9519a04e46a9f66596bc6a65e8ff89f78067eed47d0c964d5f5b	cn_k12
train	104	train	468433	bb2d4289f1a6228b506ebdd6697f4ceff27554f5b4fef1648c7609f0c201c2ea	801252e3f78232f930960edbacb2e70db917e4252ef7f8a5457c72b5d1d551ab	olympiads
train	105	train	658364	baa1a240842b2b9f2cdd8b1d7c1dbfe11ed057a0586a9d7155f4224483dc0ab6	a3fc269653174d052e71611b175aa6eab58b8c8bd978dd93161310460c66fc24	orca_math
train	106	train	350738	c50d30a9fa830937988d1cc91bcb4498cbfcc83316101e4d6c9440ad2b9ef2b6	bc4d4c9f44f54f6ab0519d1b7e5de362a66da6933713a940ee941a238c1521f3	synthetic_math
train	107	train	405753	db81c188a76bbaff9fc046789dbf7157d98cee15e6051b23522eaa6fee58c89c	709903b253f199a993de142b65f308e3f36f3378649b7b4f91afd37161481f3e	synthetic_math
train	108	train	108	88efa53ab4f2331e3904829ea3b7cc38d3988a6cc7be100b51f0968be8fe8912	96b45a7d6bdcefc76a4567fb8c41470b87666ed342978876e809a0268329c958	cn_k12
train	109	train	836874	81896b498896f86e697053c69cc9df3d1acdb8b6eb96024719e3b6e5ec0084aa	c656b2d2c5acc92133b9642532504b634758b8f90ca86d1b129b23b1cc5a28e9	orca_math
train	110	train	535170	4ca996cb87220ced3400ad7e67631c2ae1a3def17d1bf98d68ec4d15a24b8959	6925046e829cb7fe82de05107faad4fdb52831323e21c95541e9f2154597a440	cn_k12
train	111	train	489419	e627c26181221981ba2c122868331164854738782e8aaae7d8129d5ab4d32456	e10dd3b8d1551db2241d726e02b8e191e628df12b9e310864758ca17713f9645	synthetic_math
train	112	train	662405	29b08c534055d7d495413baef4d7dba49cd165c8b82eccb034e9c4acfc8bb0a8	633aa68a5182573e7ec96a26aa94c6ca88ac990f6b3f0369f9fb141796d907db	synthetic_math
train	113	train	781017	5d5f68b4ee74bc4aad4de74237381a004003b893941a321a2aa2763d9aba029c	e6145fb69c28cc0d313be896973e046b147e5529b1d50cc0f16c256fd1ea0e23	amc_aime
train	114	train	187232	918a0bfa14cc2504fc701a4fb06bf8f22c3063609758ceb358d68776637cb1a0	216b0e142d5803cd1be3099eb7d9de35842e54c24f1700ac8f3391879b6a6243	cn_k12
train	115	train	115	f2a2772bf8830deebafb01f8bb5833552586450ba30127ff69c61d95691eff3c	32f29c9a36f4b998645d8e9e6f77c6cea5d624a53052aef79587af9c8724e4fb	synthetic_amc
train	116	train	504103	f1ffdbbc71f151f1187505fab7d0a9cdb9e4db26a275fbbe97ebe7ce9377dd62	28327cd5066005bb4b7bc14cc93d28c274cf196fcbde987707c3f29c4ce76684	orca_math
train	117	train	315980	8b7f4df4e72fa240bf984f01cd45a00efc3f450960a5c1e0e40e553d93c1f56b	e9584524431436582b60ec916a9a9ba9933f1253471c9b429b230292dcb71a38	cn_k12
train	118	train	555333	7bff7baac3f76678b6bc659769697e70014a62c33042776179374de63700a992	3717ba99d380d9c9480800680635d740fc6eb641dadc30d612adf1a07fddf6a8	orca_math
train	119	train	848668	d8c712b92d47d5a67c145c217c56b8a6d1b6bdc76c60d3fe4358367e7fff395f	f66890c6bb86c39a27d0a57eb1bceabaf1100d936c946c261a0d6c3a4500ae69	cn_k12
train	120	train	462448	24573c3fb6ed11eb7d7f2f4f8d25ab1c68ace8d61f7e21fcf635d11ef42b86c1	74d5aa37425bd31d0a4ea176e6bfa8b73d375c6a5f15db6a564e863a307a99e5	orca_math
train	121	train	673267	bc2bbe67b951ca3b5506509ef820f06929a60f8cfba728e3033e6b45139ad58c	e865e4436f9bc020d2d44a22eaf0ad2bcc20750d1ad49a121bafe6a2273a85a7	synthetic_math
train	122	train	122	4443528816aca21f752bcdc61af93f423f7ca842af8ee8b25fff9002e23880c2	0f65cf8750b113583c9c035e6aa41f1de3576a970a1f33cc0c7e5c0aac6256c7	cn_k12
train	123	train	225276	24676415c9014ea827f724dc32562caf5366d478e123666f8990aa0efc69f5bd	5813bf47745f4fa4d4c13e4ad08f30bf5924a24dfb74d7381d83dcc924d8d847	cn_k12
train	124	train	639281	6ee2939094e26bb83f47e129b57093ffe223c69677fef1189479d63b278ee7ff	55fff847ee5043590a84d6debebb3208f55dcf3ff6fdcbd6e50b11be15da2905	cn_k12
train	125	train	425383	1b2d3a548a6d20d059d701e52866d4a68751355599342fcf168bd83ee1734f6f	f540354c51bb09e941002e47fab4aabb904347a11f7f4c76412329bd7d7c72ef	orca_math
train	126	train	415013	5fafe08b6469d1516957a2db2a65b0bffb06729c54fc83c76deec6e4f1b0667b	c62afa1cc1cd7bfabd6e3638c698368542fdb845dd0fab236f1f0fe0bfdcf02d	olympiads
train	127	train	427852	ce15f765dbf53201175765175f601914505c4c5f6d065b36cd42ed0d578c4160	f318339db3011d529e0c151795bffcfbdb14db06e1b7e945733e47c7596c9c1c	cn_k12
train	128	train	419510	ecda80fbb4665fa04f3d2bfe33ca8326a2fde648d10e6bac813da32561a2ba30	58b56d1c13863b2942dd579a8dfe2f0899410cbd0f69c6fa7ba7a8c65e0f6167	cn_k12
train	129	train	195574	3f5da286b8838a5ff9750b48394af4b440d82454f52e1eb6cd8bf5f9e51f52d2	623d2a821d6e0f14d8c2e82bc92f00d583585ef43f433a2b9d25b068cb44c0c4	synthetic_math
train	130	train	124007	86e941ee5fd419bddf58ee32412e867561157e18013a6f88a454160991fbd1ad	067281d13f6107b20af98db0990fd120b609f2758fad2bbe892541013a74afd5	synthetic_math
train	131	train	90009	a7d6efae94cb0a7773827c062267d4ba02d27c5027393c321a6447af6fc76529	c0c0863f13e52c6b132366db55ac43a2b7c1383354148c17e933436b6f9663bf	synthetic_math
train	132	train	202805	7fbb7d45a93c65f27d76741b3a7f9aef0327bbde209600d8a997b0c1f73b8ee8	b63e6adbf81ed76db2ddcda141f9057e5049f356522c24a79e4864ac5cf82006	orca_math
train	133	train	278124	d2ea0bdd36289c4c1bd838453d6cd3e6bd022b8de9d67d9ea9c41875494c2e4f	fec8c0586b80f3788f22958830376b901529ccc68aa9a8eea27abd14c56d0e7b	orca_math
train	134	train	574811	c06908a2a659a1dae1b9e1adb2cb8773ca3a71c426754f34e866c350eded8866	055177439299778020b7c0a8190b6503329f270879b8252d02a2fefa8124e57d	aops_forum
train	135	train	373702	230f02749911e4949c90fa9eab87b3a4ac96b0f1b278a72740a3ea46031aab43	cfdeaeaf3b7ce4c3d8c48eff059e56050c706f1f8fdbd3af3185f4d2a2e16b46	aops_forum
train	136	train	197562	a8e3dd93bb70759d48725469e3eab95731757c07e3ddbcd6f0cd5719b4a10d22	4ec6c4372c63f0e223f589dc360240841041f0cdd0cc0450bbb4e680889499ea	synthetic_amc
train	137	train	247807	b385928b3ea4022d97b8b74bb919ada3ce14aa5b70307c1069994ad7ed4b300f	b389f05786d3ebcc82c4259ab96386717c6dc9530b83dc182096669cf866c7ba	olympiads
